Area,Perimeter,Mean_Color_R,Mean_Color_G,Mean_Color_B,Texture_Feature_1,Texture_Feature_2,Texture_Feature_3,Texture_Feature_4,constrast,dissimilarity,homogeneity,ASM (Angular Second Moment),Feature_14,compactness,eccentricity,skewness,kurtosis,Image_ID
85333.0,1251.785918712616,168.15808655502562,157.2955011543014,209.4307009011754,0.46430576346831964,134.94521637563884,0.9899669435283485,6724.369817775082,0.7635782644981446,110.39018657054011,26762.53405472469,3.2770612573592754,4.308425059863737,0.002117168826338189,1.840354185596885,-0.5319341460965497,0.977585132393729,ISIC_0027419
32326.0,755.1097338199615,172.49653529666523,165.08788591226877,215.6653158448308,0.7724710486791666,86.95026482725683,0.9876981758868276,3533.530236064085,0.9027241284510046,43.48334419342805,14047.170679429084,1.446872713069999,1.8816516831866836,0.003179382174073349,0.9431954931505067,-0.5637864137955206,0.8783720983165894,ISIC_0025030
72121.0,4.0,171.5441965585613,154.0846494086327,217.22567629400592,0.5338618073489586,115.53269029488644,0.9905085261840527,6085.443656983141,0.8158760817303341,93.7489901330643,24226.24193763768,2.758421212429536,3.5535835007446313,0.0024486866850422797,1.5169334786975612,-0.5594156086984324,0.9676759787465559,ISIC_0026769
21413.0,598.2152903079987,164.08901134824637,148.9071592023537,217.04240414701349,0.8457512447907057,62.686472703206164,0.9855609846508653,2170.3904911849677,0.9369137287682411,27.20730878797005,8618.875492036665,0.9887058111574121,1.27206503218187,0.003530228717239513,0.6675562436100713,-0.5811178885163989,0.8044042672639129,ISIC_0025661
102934.0,1274.0113154649734,143.13789418462315,130.9616550410943,183.24982027318475,0.37945412634830544,125.5229687264388,0.9885481937528253,5480.07420359763,0.7220740166568299,113.17247694437523,21794.773845664076,3.9805656799730027,5.265745386130674,0.0018246741889418523,2.11883837055897,-0.5292688884546439,0.9884892139985024,ISIC_0031633
44508.0,833.1513637304306,135.28502741080257,127.41999191156647,178.3487013570594,0.6948017380749296,89.69549983908675,0.9849798147445995,2985.374821095338,0.8655937766111452,47.46804425444701,11851.803784542266,1.963189782083536,2.6008831415032336,0.002852534899754027,1.2489740123972188,-0.5450800092027653,0.9258758049781237,ISIC_0027850
48789.0,847.7371511459351,154.22849412777472,149.79692143720922,210.40494783660253,0.6685826358237316,78.00611792152144,0.99081258547814,4244.70442001698,0.8830288073566731,61.0537685902306,16900.811562146402,1.9091655492169803,2.4133544204148656,0.00311971561328287,1.0882057967976566,-0.5881788791987407,0.9304942878404696,ISIC_0029176
14393.0,454.27416586875916,158.01500729521294,158.69214201347876,218.7194469533801,0.8947666290686777,46.92632601601531,0.9852264729816179,1587.943658606302,0.9586643642211478,18.881135052894805,6304.848308409191,0.6576107479617093,0.839094010660945,0.003896870560408898,0.4736460921429237,-0.5912983972060515,0.7109785447528811,ISIC_0029068
21000.0,565.386864066124,152.55009523809525,136.48042857142858,202.9054761904762,0.8486566895484221,64.28005681848697,0.9824446596287758,1830.4903591097,0.9326175266702763,24.679946919285996,7257.681379620315,0.9748599774679597,1.307403896907366,0.003493743454832639,0.7313321045590909,-0.5285163339448326,0.7803241557539294,ISIC_0025837
65196.0,1044.1463084220886,145.4056690594515,134.86091171237499,204.94536474630343,0.572183354712025,135.56536332000172,0.9854519207695539,4658.646251086095,0.7996663494951767,76.05886114633023,18499.01964102438,2.646247205734488,3.6586041204966864,0.002332448670931181,1.7787792759545737,-0.46980682788373296,0.9454561698813487,ISIC_0025209
